geogname1,type,event_id,period_no,occ_year,occ_month,occ_day,loss,standard_deviation,exposure_value
Area under National Administration,1_analytic_mean,10562377,2152,2152,1,1,52600.49,0.0,236939.09
Area under National Administration,2_sample_mean,10562377,2152,2152,1,1,52600.49,,236939.09
Central Region,1_analytic_mean,10562377,2152,2152,1,1,514022.53,0.0,1320090.62
Central Region,2_sample_mean,10562377,2152,2152,1,1,514022.53,,1320090.62
Southern Region,1_analytic_mean,10562526,2153,2153,1,1,445039.38,0.0,1523181.62
Southern Region,2_sample_mean,10562526,2153,2153,1,1,445039.38,,1523181.62
Area under National Administration,1_analytic_mean,10562526,2153,2153,1,1,159290.8,0.0,541575.06
Area under National Administration,2_sample_mean,10562526,2153,2153,1,1,159290.8,,541575.06
Central Region,1_analytic_mean,10562526,2153,2153,1,1,1702579.62,0.0,5415741.0
Central Region,2_sample_mean,10562526,2153,2153,1,1,1702579.62,,5415741.0
Northern Region,1_analytic_mean,10562580,2153,2153,1,1,347555.88,0.0,812363.06
Northern Region,2_sample_mean,10562580,2153,2153,1,1,347555.88,,812363.06
Northern Region,1_analytic_mean,10562642,2154,2154,1,1,1494952.0,0.0,3351000.5
Northern Region,2_sample_mean,10562642,2154,2154,1,1,1494952.0,,3351000.5
Northern Region,1_analytic_mean,10562821,2155,2155,1,1,5127171.5,0.0,11813215.0
Northern Region,2_sample_mean,10562821,2155,2155,1,1,5127171.5,,11813215.0
Southern Region,1_analytic_mean,10562821,2155,2155,1,1,22949.25,0.0,67696.9
Southern Region,2_sample_mean,10562821,2155,2155,1,1,22949.25,,67696.9
Area under National Administration,1_analytic_mean,10562821,2155,2155,1,1,201398.3,0.0,507726.59
Area under National Administration,2_sample_mean,10562821,2155,2155,1,1,201398.3,,507726.59
Central Region,1_analytic_mean,10562821,2155,2155,1,1,14965635.0,0.0,34525512.0
Central Region,2_sample_mean,10562821,2155,2155,1,1,14965635.0,,34525512.0
Northern Region,1_analytic_mean,10563034,2158,2158,1,1,28432.7,0.0,33848.45
Northern Region,2_sample_mean,10563034,2158,2158,1,1,28432.7,,33848.45
Northern Region,1_analytic_mean,10563183,2160,2160,1,1,6310997.0,0.0,15062815.0
Northern Region,2_sample_mean,10563183,2160,2160,1,1,6310997.0,,15062815.0
Area under National Administration,1_analytic_mean,10563183,2160,2160,1,1,142975.84,0.0,338484.41
Area under National Administration,2_sample_mean,10563183,2160,2160,1,1,142975.84,,338484.41
Central Region,1_analytic_mean,10563193,2160,2160,1,1,1406878.12,0.0,3520243.0
Central Region,2_sample_mean,10563193,2160,2160,1,1,1406878.12,,3520243.0
Central Region,1_analytic_mean,10563424,2163,2163,1,1,142772.73,0.0,541575.06
Central Region,2_sample_mean,10563424,2163,2163,1,1,142772.73,,541575.06
Southern Region,1_analytic_mean,10563489,2163,2163,1,1,39061.11,0.0,101545.34
Southern Region,2_sample_mean,10563489,2163,2163,1,1,39061.11,,101545.34
Northern Region,1_analytic_mean,10563504,2164,2164,1,1,2023258.5,0.0,4738781.0
Northern Region,2_sample_mean,10563504,2164,2164,1,1,2023258.5,,4738781.0
Southern Region,1_analytic_mean,10563504,2164,2164,1,1,15017309.0,0.0,36421000.0
Southern Region,2_sample_mean,10563504,2164,2164,1,1,15017309.0,,36421000.0
Central Region,1_analytic_mean,10563504,2164,2164,1,1,681030.81,0.0,1387787.62
Central Region,2_sample_mean,10563504,2164,2164,1,1,681030.81,,1387787.62
Northern Region,1_analytic_mean,10563690,2166,2166,1,1,7514.36,0.0,33848.45
Northern Region,2_sample_mean,10563690,2166,2166,1,1,7514.36,,33848.45
Southern Region,1_analytic_mean,10563701,2166,2166,1,1,19994344.0,0.0,42276704.0
Southern Region,2_sample_mean,10563701,2166,2166,1,1,19994344.0,,42276704.0
Area under National Administration,1_analytic_mean,10563701,2166,2166,1,1,84350.34,0.0,236939.09
Area under National Administration,2_sample_mean,10563701,2166,2166,1,1,84350.34,,236939.09
Central Region,1_analytic_mean,10563701,2166,2166,1,1,18025492.0,0.0,40245824.0
Central Region,2_sample_mean,10563701,2166,2166,1,1,18025492.0,,40245824.0
Southern Region,1_analytic_mean,10563851,2168,2168,1,1,1018161.88,0.0,4163364.5
Southern Region,2_sample_mean,10563851,2168,2168,1,1,1018161.88,,4163364.5
Area under National Administration,1_analytic_mean,10563851,2168,2168,1,1,1008616.38,0.0,3960273.5
Area under National Administration,2_sample_mean,10563851,2168,2168,1,1,1008616.38,,3960273.5
Central Region,1_analytic_mean,10563851,2168,2168,1,1,809587.0,0.0,2030909.12
Central Region,2_sample_mean,10563851,2168,2168,1,1,809587.0,,2030909.12
Southern Region,1_analytic_mean,10563969,2169,2169,1,1,176485.84,0.0,541575.06
Southern Region,2_sample_mean,10563969,2169,2169,1,1,176485.84,,541575.06
Area under National Administration,1_analytic_mean,10563969,2169,2169,1,1,60317.94,0.0,203090.66
Area under National Administration,2_sample_mean,10563969,2169,2169,1,1,60317.94,,203090.66
Central Region,1_analytic_mean,10563969,2169,2169,1,1,925213.69,0.0,3080212.5
Central Region,2_sample_mean,10563969,2169,2169,1,1,925213.69,,3080212.5
Northern Region,1_analytic_mean,10563974,2169,2169,1,1,18684.34,0.0,67696.9
Northern Region,2_sample_mean,10563974,2169,2169,1,1,18684.34,,67696.9
Northern Region,1_analytic_mean,10563978,2169,2169,1,1,22339.98,0.0,67696.9
Northern Region,2_sample_mean,10563978,2169,2169,1,1,22339.98,,67696.9
Southern Region,1_analytic_mean,10563978,2169,2169,1,1,4126945.75,0.0,8868265.0
Southern Region,2_sample_mean,10563978,2169,2169,1,1,4126945.75,,8868265.0
Northern Region,1_analytic_mean,10563980,2169,2169,1,1,1133178.25,0.0,3215606.5
Northern Region,2_sample_mean,10563980,2169,2169,1,1,1133178.25,,3215606.5
Southern Region,1_analytic_mean,10564042,2169,2169,1,1,30181330.0,0.0,62111632.0
Southern Region,2_sample_mean,10564042,2169,2169,1,1,30181330.0,,62111632.0
Area under National Administration,1_analytic_mean,10564042,2169,2169,1,1,71284.83,0.0,304635.97
Area under National Administration,2_sample_mean,10564042,2169,2169,1,1,71284.83,,304635.97
Central Region,1_analytic_mean,10564042,2169,2169,1,1,4067572.75,0.0,10628465.0
Central Region,2_sample_mean,10564042,2169,2169,1,1,4067572.75,,10628465.0
Southern Region,1_analytic_mean,10564157,2170,2170,1,1,72571.09,0.0,203090.66
Southern Region,2_sample_mean,10564157,2170,2170,1,1,72571.09,,203090.66
Northern Region,1_analytic_mean,10564185,2171,2171,1,1,232471.19,0.0,643120.56
Northern Region,2_sample_mean,10564185,2171,2171,1,1,232471.19,,643120.56
Southern Region,1_analytic_mean,10564318,2172,2172,1,1,11169.99,0.0,33848.45
Southern Region,2_sample_mean,10564318,2172,2172,1,1,11169.99,,33848.45
Central Region,1_analytic_mean,10564318,2172,2172,1,1,35202.39,0.0,67696.9
Central Region,2_sample_mean,10564318,2172,2172,1,1,35202.39,,67696.9
Northern Region,1_analytic_mean,10564470,2174,2174,1,1,1254424.0,0.0,3486394.5
Northern Region,2_sample_mean,10564470,2174,2174,1,1,1254424.0,,3486394.5
Area under National Administration,1_analytic_mean,10564470,2174,2174,1,1,11169.99,0.0,33848.45
Area under National Administration,2_sample_mean,10564470,2174,2174,1,1,11169.99,,33848.45
Northern Region,1_analytic_mean,10564474,2174,2174,1,1,2959172.5,0.0,6938901.0
Northern Region,2_sample_mean,10564474,2174,2174,1,1,2959172.5,,6938901.0
Area under National Administration,1_analytic_mean,10564474,2174,2174,1,1,86516.64,0.0,169242.22
Area under National Administration,2_sample_mean,10564474,2174,2174,1,1,86516.64,,169242.22
Southern Region,1_analytic_mean,10564532,2175,2175,1,1,15434.89,0.0,33848.45
Southern Region,2_sample_mean,10564532,2175,2175,1,1,15434.89,,33848.45
Southern Region,1_analytic_mean,10564633,2176,2176,1,1,344509.44,0.0,1116999.62
Southern Region,2_sample_mean,10564633,2176,2176,1,1,344509.44,,1116999.62
Area under National Administration,1_analytic_mean,10564633,2176,2176,1,1,140606.44,0.0,473878.16
Area under National Administration,2_sample_mean,10564633,2176,2176,1,1,140606.44,,473878.16
Central Region,1_analytic_mean,10564633,2176,2176,1,1,1567659.38,0.0,5178805.0
Central Region,2_sample_mean,10564633,2176,2176,1,1,1567659.38,,5178805.0
Northern Region,1_analytic_mean,10564637,2176,2176,1,1,26198.7,0.0,101545.34
Northern Region,2_sample_mean,10564637,2176,2176,1,1,26198.7,,101545.34
Southern Region,1_analytic_mean,10564643,2176,2176,1,1,29854.33,0.0,101545.34
Southern Region,2_sample_mean,10564643,2176,2176,1,1,29854.33,,101545.34
Southern Region,1_analytic_mean,10564705,2176,2176,1,1,20316464.0,0.0,39941192.0
Southern Region,2_sample_mean,10564705,2176,2176,1,1,20316464.0,,39941192.0
Area under National Administration,1_analytic_mean,10564705,2176,2176,1,1,82657.91,0.0,372332.84
Area under National Administration,2_sample_mean,10564705,2176,2176,1,1,82657.91,,372332.84
Central Region,1_analytic_mean,10564705,2176,2176,1,1,1722414.62,0.0,5246501.0
Central Region,2_sample_mean,10564705,2176,2176,1,1,1722414.62,,5246501.0
Southern Region,1_analytic_mean,10564818,2177,2177,1,1,57745.46,0.0,169242.22
Southern Region,2_sample_mean,10564818,2177,2177,1,1,57745.46,,169242.22
Northern Region,1_analytic_mean,10564848,2178,2178,1,1,449778.16,0.0,947757.06
Northern Region,2_sample_mean,10564848,2178,2178,1,1,449778.16,,947757.06
Northern Region,1_analytic_mean,10565129,2181,2181,1,1,3074663.75,0.0,7514317.0
Northern Region,2_sample_mean,10565129,2181,2181,1,1,3074663.75,,7514317.0
Area under National Administration,1_analytic_mean,10565129,2181,2181,1,1,82251.73,0.0,169242.22
Area under National Administration,2_sample_mean,10565129,2181,2181,1,1,82251.73,,169242.22
Central Region,1_analytic_mean,10565139,2181,2181,1,1,541033.62,0.0,1421636.12
Central Region,2_sample_mean,10565139,2181,2181,1,1,541033.62,,1421636.12
Southern Region,1_analytic_mean,10565370,2184,2184,1,1,7502131.0,0.0,16518365.0
Southern Region,2_sample_mean,10565370,2184,2184,1,1,7502131.0,,16518365.0
Area under National Administration,1_analytic_mean,10565370,2184,2184,1,1,85298.09,0.0,101545.34
Area under National Administration,2_sample_mean,10565370,2184,2184,1,1,85298.09,,101545.34
Central Region,1_analytic_mean,10565370,2184,2184,1,1,9966187.0,0.0,20715532.0
Central Region,2_sample_mean,10565370,2184,2184,1,1,9966187.0,,20715532.0
Northern Region,1_analytic_mean,10565533,2186,2186,1,1,49621.83,0.0,135393.78
Northern Region,2_sample_mean,10565533,2186,2186,1,1,49621.83,,135393.78
Northern Region,1_analytic_mean,10565535,2186,2186,1,1,4453653.5,0.0,10425365.0
Northern Region,2_sample_mean,10565535,2186,2186,1,1,4453653.5,,10425365.0
Area under National Administration,1_analytic_mean,10565535,2186,2186,1,1,86516.64,0.0,169242.22
Area under National Administration,2_sample_mean,10565535,2186,2186,1,1,86516.64,,169242.22
Central Region,1_analytic_mean,10565542,2186,2186,1,1,1155112.62,0.0,2978667.0
Central Region,2_sample_mean,10565542,2186,2186,1,1,1155112.62,,2978667.0
Southern Region,1_analytic_mean,10565765,2189,2189,1,1,7893960.0,0.0,16992252.0
Southern Region,2_sample_mean,10565765,2189,2189,1,1,7893960.0,,16992252.0
Area under National Administration,1_analytic_mean,10565765,2189,2189,1,1,85298.09,0.0,101545.34
Area under National Administration,2_sample_mean,10565765,2189,2189,1,1,85298.09,,101545.34
Central Region,1_analytic_mean,10565765,2189,2189,1,1,11043177.0,0.0,24777292.0
Central Region,2_sample_mean,10565765,2189,2189,1,1,11043177.0,,24777292.0
Southern Region,1_analytic_mean,10565826,2189,2189,1,1,58896.3,0.0,135393.78
Southern Region,2_sample_mean,10565826,2189,2189,1,1,58896.3,,135393.78
Northern Region,1_analytic_mean,10565844,2190,2190,1,1,1440928.88,0.0,3384849.0
Northern Region,2_sample_mean,10565844,2190,2190,1,1,1440928.88,,3384849.0
Southern Region,1_analytic_mean,10565844,2190,2190,1,1,2838805.25,0.0,8157429.0
Southern Region,2_sample_mean,10565844,2190,2190,1,1,2838805.25,,8157429.0
Central Region,1_analytic_mean,10565844,2190,2190,1,1,330360.88,0.0,643120.56
Central Region,2_sample_mean,10565844,2190,2190,1,1,330360.88,,643120.56
Northern Region,1_analytic_mean,10565900,2190,2190,1,1,199435.09,0.0,440029.72
Northern Region,2_sample_mean,10565900,2190,2190,1,1,199435.09,,440029.72
Area under National Administration,1_analytic_mean,10565900,2190,2190,1,1,30869.79,0.0,67696.9
Area under National Administration,2_sample_mean,10565900,2190,2190,1,1,30869.79,,67696.9
Southern Region,1_analytic_mean,10566048,2192,2192,1,1,25962058.0,0.0,56526712.0
Southern Region,2_sample_mean,10566048,2192,2192,1,1,25962058.0,,56526712.0
Central Region,1_analytic_mean,10566048,2192,2192,1,1,30463.61,0.0,101545.34
Central Region,2_sample_mean,10566048,2192,2192,1,1,30463.61,,101545.34
Southern Region,1_analytic_mean,10566182,2194,2194,1,1,360892.09,0.0,1049302.62
Southern Region,2_sample_mean,10566182,2194,2194,1,1,360892.09,,1049302.62
Central Region,1_analytic_mean,10566191,2194,2194,1,1,1230120.5,0.0,3080212.5
Central Region,2_sample_mean,10566191,2194,2194,1,1,1230120.5,,3080212.5
Southern Region,1_analytic_mean,10566200,2194,2194,1,1,4117603.25,0.0,8225125.0
Southern Region,2_sample_mean,10566200,2194,2194,1,1,4117603.25,,8225125.0
Central Region,1_analytic_mean,10566349,2195,2195,1,1,15434.89,0.0,33848.45
Central Region,2_sample_mean,10566349,2195,2195,1,1,15434.89,,33848.45
Southern Region,1_analytic_mean,10566473,2196,2196,1,1,21600394.0,0.0,45390720.0
Southern Region,2_sample_mean,10566473,2196,2196,1,1,21600394.0,,45390720.0
Area under National Administration,1_analytic_mean,10566473,2196,2196,1,1,517339.53,0.0,1523181.62
Area under National Administration,2_sample_mean,10566473,2196,2196,1,1,517339.53,,1523181.62
Central Region,1_analytic_mean,10566473,2196,2196,1,1,18379190.0,0.0,40550456.0
Central Region,2_sample_mean,10566473,2196,2196,1,1,18379190.0,,40550456.0
Central Region,1_analytic_mean,10566475,2196,2196,1,1,1818137.75,0.0,4332605.0
Central Region,2_sample_mean,10566475,2196,2196,1,1,1818137.75,,4332605.0
Southern Region,1_analytic_mean,10566535,2196,2196,1,1,7514.36,0.0,33848.45
Southern Region,2_sample_mean,10566535,2196,2196,1,1,7514.36,,33848.45
Northern Region,1_analytic_mean,10566556,2197,2197,1,1,11169.99,0.0,33848.45
Northern Region,2_sample_mean,10566556,2197,2197,1,1,11169.99,,33848.45
Southern Region,1_analytic_mean,10566672,2198,2198,1,1,2460516.25,0.0,6634269.0
Southern Region,2_sample_mean,10566672,2198,2198,1,1,2460516.25,,6634269.0
Area under National Administration,1_analytic_mean,10566672,2198,2198,1,1,2363101.5,0.0,5889613.0
Area under National Administration,2_sample_mean,10566672,2198,2198,1,1,2363101.5,,5889613.0
Central Region,1_analytic_mean,10566672,2198,2198,1,1,1433347.0,0.0,3892576.5
Central Region,2_sample_mean,10566672,2198,2198,1,1,1433347.0,,3892576.5
Northern Region,1_analytic_mean,10566787,2199,2199,1,1,18684.34,0.0,67696.9
Northern Region,2_sample_mean,10566787,2199,2199,1,1,18684.34,,67696.9
Southern Region,1_analytic_mean,10566793,2199,2199,1,1,5600517.0,0.0,10730015.0
Southern Region,2_sample_mean,10566793,2199,2199,1,1,5600517.0,,10730015.0
Northern Region,1_analytic_mean,10566794,2199,2199,1,1,2474731.25,0.0,6329637.0
Northern Region,2_sample_mean,10566794,2199,2199,1,1,2474731.25,,6329637.0
Area under National Administration,1_analytic_mean,10566794,2199,2199,1,1,7514.36,0.0,33848.45
Area under National Administration,2_sample_mean,10566794,2199,2199,1,1,7514.36,,33848.45
Southern Region,1_analytic_mean,10566856,2199,2199,1,1,19030152.0,0.0,36319456.0
Southern Region,2_sample_mean,10566856,2199,2199,1,1,19030152.0,,36319456.0
Area under National Administration,1_analytic_mean,10566856,2199,2199,1,1,112918.41,0.0,440029.72
Area under National Administration,2_sample_mean,10566856,2199,2199,1,1,112918.41,,440029.72
Central Region,1_analytic_mean,10566856,2199,2199,1,1,7702914.5,0.0,18887740.0
Central Region,2_sample_mean,10566856,2199,2199,1,1,7702914.5,,18887740.0
Northern Region,1_analytic_mean,10567012,2201,2201,1,1,1892740.88,0.0,4941869.0
Northern Region,2_sample_mean,10567012,2201,2201,1,1,1892740.88,,4941869.0
Area under National Administration,1_analytic_mean,10567012,2201,2201,1,1,22339.98,0.0,67696.9
Area under National Administration,2_sample_mean,10567012,2201,2201,1,1,22339.98,,67696.9
Northern Region,1_analytic_mean,10567154,2202,2202,1,1,19767.5,0.0,33848.45
Northern Region,2_sample_mean,10567154,2202,2202,1,1,19767.5,,33848.45
Northern Region,1_analytic_mean,10567386,2205,2205,1,1,4587828.5,0.0,10696165.0
Northern Region,2_sample_mean,10567386,2205,2205,1,1,4587828.5,,10696165.0
Southern Region,1_analytic_mean,10567386,2205,2205,1,1,94437.16,0.0,304635.97
Southern Region,2_sample_mean,10567386,2205,2205,1,1,94437.16,,304635.97
Area under National Administration,1_analytic_mean,10567386,2205,2205,1,1,82251.73,0.0,169242.22
Area under National Administration,2_sample_mean,10567386,2205,2205,1,1,82251.73,,169242.22
Central Region,1_analytic_mean,10567445,2206,2206,1,1,728689.69,0.0,2335545.5
Central Region,2_sample_mean,10567445,2206,2206,1,1,728689.69,,2335545.5
Area under National Administration,1_analytic_mean,10567617,2208,2208,1,1,46304.68,0.0,101545.34
Area under National Administration,2_sample_mean,10567617,2208,2208,1,1,46304.68,,101545.34
Central Region,1_analytic_mean,10567617,2208,2208,1,1,2532948.0,0.0,7006597.0
Central Region,2_sample_mean,10567617,2208,2208,1,1,2532948.0,,7006597.0
Southern Region,1_analytic_mean,10567681,2208,2208,1,1,7514.36,0.0,33848.45
Southern Region,2_sample_mean,10567681,2208,2208,1,1,7514.36,,33848.45
Northern Region,1_analytic_mean,10567698,2209,2209,1,1,1550936.5,0.0,3621788.5
Northern Region,2_sample_mean,10567698,2209,2209,1,1,1550936.5,,3621788.5
Southern Region,1_analytic_mean,10567698,2209,2209,1,1,11656892.0,0.0,25352708.0
Southern Region,2_sample_mean,10567698,2209,2209,1,1,11656892.0,,25352708.0
Central Region,1_analytic_mean,10567698,2209,2209,1,1,624639.25,0.0,1286242.12
Central Region,2_sample_mean,10567698,2209,2209,1,1,624639.25,,1286242.12
Northern Region,1_analytic_mean,10567746,2209,2209,1,1,274984.84,0.0,575423.56
Northern Region,2_sample_mean,10567746,2209,2209,1,1,274984.84,,575423.56
Southern Region,1_analytic_mean,10567746,2209,2209,1,1,2957142.25,0.0,7751253.0
Southern Region,2_sample_mean,10567746,2209,2209,1,1,2957142.25,,7751253.0
Area under National Administration,1_analytic_mean,10567746,2209,2209,1,1,37774.87,0.0,101545.34
Area under National Administration,2_sample_mean,10567746,2209,2209,1,1,37774.87,,101545.34
Central Region,1_analytic_mean,10567746,2209,2209,1,1,82251.73,0.0,304635.97
Central Region,2_sample_mean,10567746,2209,2209,1,1,82251.73,,304635.97
Northern Region,1_analytic_mean,10567863,2211,2211,1,1,7514.36,0.0,33848.45
Northern Region,2_sample_mean,10567863,2211,2211,1,1,7514.36,,33848.45
Southern Region,1_analytic_mean,10567878,2211,2211,1,1,16924194.0,0.0,34288576.0
Southern Region,2_sample_mean,10567878,2211,2211,1,1,16924194.0,,34288576.0
Area under National Administration,1_analytic_mean,10567878,2211,2211,1,1,432041.53,0.0,1421636.12
